ID;id_season;family;category;fabric;color_rgb;length_type;silhouette_type;waist_type;neck_lapel_type;sleeve_length_type;heel_shape_type;toecap_type;woven_structure;knit_structure;print_type;archetype;moment;phase_in;phase_out;life_cycle_length;num_stores;num_sizes;has_plus_sizes;price;Production;weekly_demand
5926;86;Trousers;Bottoms;WOVEN;61,40,49;Crop;Flared / Flare;High Waist;;;;;;;Sin Estampado;Ideal;CASUAL WORK;24/4/2023;18/6/2023;8;500;12;TRUE;25.99;30131;15361
5927;87;Bodysuits;Tops;CIRCULAR;29,80,144;;;;;;;;;;Sin Estampado;Casual Chic;CASUAL EVENT;30/10/2023;24/12/2023;8;657;3;FALSE;22.99;20112;17591
5929;86;Jeans;Bottoms;JEANS;224,198,198;Long;Cargo;Regular Waist;;;;;Medium;;Sin Estampado;Lady;TIME OFF;24/4/2023;18/6/2023;8;50;8;FALSE;39.99;2646;292
5930;87;Jeans;Bottoms;JEANS;61,40,49;Standard;Push Up;Low Waist;;;;;Medium;;Sin Estampado;;TIME OFF;25/9/2023;17/12/2023;12;862;12;FALSE;25.99;52173;29028
5931;87;Shirt;Tops;WOVEN;243,201,194;Standard;Regular;;Shirt-style collar;Long;;;Light;;Sin Estampado;;CASUAL WORK;16/10/2023;24/12/2023;10;695;11;FALSE;25.99;25020;4257
5933;87;Shirt;Tops;WOVEN;243,242,238;Standard;Straight;;Shirt-style collar;Long;;;Light;;Sin Estampado;;FORMAL WORK;4/9/2023;29/10/2023;8;161;3;FALSE;69.99;4189;1496
5936;87;Sweater;Tops;TRICOT;29,80,144;Standard;Straight;;Rounded Neck;Short;;;;Fine point;Sin Estampado;Wow;CASUAL WORK;7/8/2023;1/10/2023;8;148;3;FALSE;29.99;5380;1129
5937;87;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Regular;;Rounded Neck;Long;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;28/8/2023;19/11/2023;12;680;11;FALSE;15.99;39659;18424
5938;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Long;Evase;;Halter;Sleeveless;;;Light;;Sin Estampado;;TIME OFF;5/6/2023;2/7/2023;4;147;6;FALSE;59.99;10409;2340
5939;88;Tops;Tops;WOVEN;133,121,110;Crop;Slim;;Word honor;Sleeveless;;;Light;;Sin Estampado;Casual Chic;CASUAL EVENT;11/3/2024;5/5/2024;8;545;5;FALSE;22.99;18004;6790
5940;89;Jackets;Outerwear;WOVEN;233,227,214;Standard;Straight;;Rounded Neck;Long;;;Medium;;Sin Estampado;;FORMAL WORK;29/7/2024;17/11/2024;16;1265;11;TRUE;59.99;73512;36927
5941;86;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Slim;;Turtle neck;Long;;;Light;;Sin Estampado;;TIME OFF;28/11/2022;22/1/2023;8;467;7;FALSE;19.99;21526;2213
5942;88;Jeans;Bottoms;JEANS;63,102,137;Long;Loose;Low Waist;;;;;Medium;;Sin Estampado;;TIME OFF;15/4/2024;12/5/2024;4;107;6;FALSE;39.99;8293;913
5943;89;Dresses;Dresses, jumpsuits and Complete set;WOVEN;241,133,0;Long;Straight;;;Long;;;Light;;Otros Estampados;;TIME OFF;27/5/2024;7/7/2024;6;332;2;FALSE;49.99;15242;3357
5944;89;Skirts;Bottoms;CIRCULAR;0,0,0;Mini/Micro;Evase;;;;;;;;Sin Estampado;;CASUAL WORK;29/7/2024;3/11/2024;14;1149;7;FALSE;19.99;56811;28925
5946;87;Shirt;Tops;WOVEN;243,242,238;;;;V-Neck;Long;;;Light;;Sin Estampado;Cosmopolitan;FORMAL EVENT;24/7/2023;17/9/2023;8;258;5;FALSE;39.99;11127;1057
5947;88;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;229,53,129;Long;Slim;;V-Neck;Sleeveless;;;Light;;Sin Estampado;;FORMAL WORK;8/4/2024;2/6/2024;8;895;7;FALSE;59.99;29693;16643
5948;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;219,207,189;Short;;;Rounded Neck;Sleeveless;;;Medium;;Sin Estampado;Lady;FORMAL EVENT;10/4/2023;4/6/2023;8;208;5;FALSE;49.99;12531;1973
5949;89;Sweater;Tops;TRICOT;185,223,220;Medium;Straight;;Close-fitting;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;2/9/2024;27/10/2024;8;1139;5;FALSE;22.99;44923;22225
5950;88;Sweater;Tops;TRICOT;81,77,50;Standard;Straight;;Perkins;Long;;;;Midpoint;Sin Estampado;Authentic;TIME OFF;27/11/2023;21/1/2024;8;970;7;FALSE;29.99;27209;25307
5952;87;Trousers;Bottoms;CIRCULAR;133,65,142;Long;Wide leg;Adjustable / Rubber;;;;;Light;;Sin Estampado;Expert;CASUAL EVENT;6/11/2023;31/12/2023;8;540;5;FALSE;25.99;18126;13472
5956;88;Skirts;Bottoms;WOVEN;233,227,214;Midi;Straight;Adjustable / Rubber;;;;;Light;;Otros Estampados;;FORMAL WORK;1/4/2024;12/5/2024;6;685;5;FALSE;35.99;25362;8092
5957;87;Tops;Tops;WOVEN;233,227,214;Crop;Straight;;Close-fitting;Fine Strap;;;Light;;Sin Estampado;;TIME OFF;22/5/2023;16/7/2023;8;62;3;FALSE;25.99;3104;888
5958;86;Cardigans;Tops;TRICOT;104,51,15;Long;Straight;;V-Neck;Long;;;;Midpoint;Sin Estampado;;TIME OFF;20/3/2023;14/5/2023;8;331;11;TRUE;39.99;11493;2140
5960;88;Skirts;Bottoms;CIRCULAR;0,0,0;Short;Slim;;;;;;Light;;Sin Estampado;Authentic;TIME OFF;15/4/2024;23/6/2024;10;397;5;FALSE;19.99;20251;5689
5961;89;Tops;Tops;WOVEN;79,81,66;Standard;Straight;;Close-fitting;Sleeveless;;;Light;;Sin Estampado;Authentic;TIME OFF;12/8/2024;1/12/2024;16;132;5;FALSE;22.99;5320;1108
5963;89;Sweater;Tops;TRICOT;233,227,214;Standard;Slim;;Perkins;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;2/9/2024;27/10/2024;8;1155;5;FALSE;29.99;40218;9570
5964;86;Trenchcoats;Outerwear;LEATHER;156,116,71;Long;Oversize;;Flap;;;;Heavy;;Sin Estampado;Casual Chic;CASUAL WORK;30/1/2023;12/3/2023;6;35;4;FALSE;299.99;402;136
5966;86;Trousers;Bottoms;WOVEN;79,132,84;Long;Straight;Adjustable / Rubber;;;;;Light;;Sin Estampado;;TIME OFF;20/3/2023;11/6/2023;12;120;5;FALSE;29.99;5333;1717
5967;88;Jackets;Outerwear;WOVEN;0,0,0;;;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;FORMAL WORK;1/4/2024;26/5/2024;8;191;7;FALSE;59.99;8570;1961
5968;86;Jumpsuit;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Long;Straight;;Shirt-style collar;Short;;;Light;;Sin Estampado;;TIME OFF;1/5/2023;11/6/2023;6;489;7;FALSE;39.99;24073;8703
5969;86;Sweater;Tops;TRICOT;178,211,178;Standard;Straight;;Close-fitting;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;30/1/2023;26/3/2023;8;996;7;TRUE;19.99;41156;22950
5971;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;189,22,62;Long;Slim;;Halter;Sleeveless;;;Light;;Otros Estampados;;FORMAL EVENT;24/7/2023;3/9/2023;6;569;5;FALSE;69.99;17423;3990
5972;88;Trenchcoats;Outerwear;WOVEN;225,204,175;Long;Oversize;;Shirt-style collar;;;;Medium;;Sin Estampado;Casual Chic;CASUAL WORK;18/3/2024;26/5/2024;10;314;5;FALSE;79.99;11695;2793
5973;89;Trousers;Bottoms;WOVEN;79,132,84;Standard;Straight;Low Waist;;;;;Light;;Sin Estampado;;FORMAL WORK;23/9/2024;15/12/2024;12;102;6;FALSE;39.99;7822;637
5975;89;Cardigans;Tops;TRICOT;168,17,45;Standard;Straight;;Perkins;Long;;;;Thick point;Sin Estampado;Ideal;TIME OFF;21/10/2024;15/12/2024;8;159;5;FALSE;39.99;3039;1404
5977;88;Dresses;Dresses, jumpsuits and Complete set;WOVEN;242,240,235;Long;Evase;;Low cut;Fine Strap;;;Light;;Sin Estampado;Casual Chic;FORMAL EVENT;5/2/2024;31/3/2024;8;113;3;FALSE;99.99;1998;783
5978;86;Skirts;Bottoms;WOVEN;0,0,0;Short;Straight;Regular Waist;;;;;Heavy;;Sin Estampado;Lady;FORMAL WORK;5/12/2022;15/1/2023;6;354;7;FALSE;49.99;8000;5025
5979;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Short;Evase;;Wrap collar;Long;;;;;Sin Estampado;;FORMAL WORK;4/9/2023;15/10/2023;6;303;6;FALSE;59.99;12951;7827
5980;89;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Long;Slim;;Rounded Neck;Long;;;Light;;Sin Estampado;Lady;FORMAL EVENT;26/8/2024;20/10/2024;8;84;3;FALSE;59.99;5175;992
5981;86;Puffer coats;Outerwear;WOVEN;0,0,0;Standard;Slim;;Turtle neck;Long;;;Heavy;;Sin Estampado;Lady;TIME OFF;5/12/2022;12/3/2023;14;833;11;TRUE;39.99;27755;12394
5982;87;Jeans;Bottoms;JEANS;0,0,0;Standard;Skinny;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;11/9/2023;3/12/2023;12;891;12;FALSE;25.99;82966;29980
5983;88;Jeans;Bottoms;JEANS;63,102,137;Crop;Flared / Bootcut;Adjustable / Rubber;;;;;Medium;;Sin Estampado;Ideal;TIME OFF;11/12/2023;26/5/2024;24;85;5;FALSE;29.99;3518;3303
5984;89;Sweater;Tops;TRICOT;49,47,72;Standard;Slim;;Perkins;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;2/9/2024;27/10/2024;8;816;5;FALSE;29.99;29835;12213
5985;87;Tops;Tops;CIRCULAR;0,0,0;Standard;Straight;;Close-fitting;Fine Strap;;;Light;;Sin Estampado;Casual Chic;CASUAL EVENT;16/10/2023;10/12/2023;8;467;3;FALSE;25.99;17851;6233
5986;89;Trousers;Bottoms;CIRCULAR;102,102,102;Standard;Regular;Regular Waist;;;;;;;Sin Estampado;Lady;TIME OFF;2/9/2024;24/11/2024;12;132;5;FALSE;35.99;4574;4305
5989;88;Shorts;Bottoms;JEANS;63,102,137;;Slim;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;18/3/2024;12/5/2024;8;239;8;FALSE;25.99;19157;1451
5990;87;Sweater;Tops;TRICOT;186,186,186;Standard;Straight;;Rounded Neck;Long;;;;Thick point;Sin Estampado;Lady;TIME OFF;6/11/2023;31/12/2023;8;1070;11;FALSE;25.99;45718;29696
5992;87;Coats;Outerwear;WOVEN;42,49,66;Long;Straight;;Flap;Long;;;Heavy;;Sin Estampado;Ideal;FORMAL WORK;4/9/2023;29/10/2023;8;46;5;FALSE;139.99;3727;354
5994;87;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Ankle brace;;;Word honor;Sleeveless;;;Medium;;Sin Estampado;;CASUAL EVENT;6/11/2023;17/12/2023;6;516;4;FALSE;59.99;15520;4059
5996;87;Skirts;Bottoms;JEANS;23,26,28;Short;Evase;Low Waist;;;;;Medium;;Sin Estampado;;TIME OFF;14/8/2023;5/11/2023;12;166;7;FALSE;29.99;13283;2019
5997;87;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Short;Straight;;V-Neck;Fine Strap;;;Light;;Sin Estampado;Expert;TIME OFF;5/6/2023;30/7/2023;8;578;7;FALSE;22.99;34698;10804
5998;87;Tops;Tops;WOVEN;242,160,157;Crop;;;Low cut;Sleeveless;;;Light;;Otros Estampados;;CASUAL EVENT;5/6/2023;16/7/2023;6;146;3;FALSE;22.99;6336;2149
5999;89;Trousers;Bottoms;SYNTHETIC LEATHER;225,204,175;Long;Straight;Regular Waist;;;;;Medium;;Sin Estampado;Authentic;CASUAL WORK;21/10/2024;29/12/2024;10;587;7;FALSE;39.99;22704;3816
6000;89;Cardigans;Tops;TRICOT;177,179,180;Standard;Slim;;Shirt-style collar;Long;;;;Fine point;Sin Estampado;;CASUAL EVENT;4/11/2024;29/12/2024;8;794;11;TRUE;29.99;25061;11499
6001;88;Tops;Tops;CIRCULAR;243,242,238;Standard;Slim;;V-Neck;Wide Strap;;;Medium;;Sin Estampado;;CASUAL WORK;1/1/2024;11/2/2024;6;47;5;FALSE;22.99;2288;367
6002;89;Intimate;Accesories, Swim and Intimate;TRICOT;233,227,214;;;;;;;;;Fine point;Sin Estampado;Authentic;TIME OFF;30/9/2024;5/1/2025;14;52;3;FALSE;29.99;840;305
6003;89;Shirt;Tops;WOVEN;242,240,235;Standard;Slim;;Shirt-style collar;Long;;;Light;;Rayas;;FORMAL WORK;16/9/2024;10/11/2024;8;409;7;FALSE;39.99;23362;5050
6004;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Long;Evase;;Low cut;Sleeveless;;;Light;;Sin Estampado;Wow;CASUAL WORK;1/5/2023;25/6/2023;8;909;7;FALSE;39.99;34748;30345
6005;87;Jeans;Bottoms;JEANS;23,26,28;Crop;Skinny;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;5/6/2023;19/11/2023;24;1113;12;FALSE;29.99;142428;80868
6006;87;Sweater;Tops;TRICOT;49,47,72;Standard;Straight;;V-Neck;Long;;;;Midpoint;Sin Estampado;Casual Chic;CASUAL WORK;16/10/2023;10/12/2023;8;1152;7;FALSE;29.99;52284;9218
6007;89;Jackets;Outerwear;WOVEN;225,204,175;Standard;Oversize;;Peak Lapel;Long;;;;;Sin Estampado;;TIME OFF;28/10/2024;22/12/2024;8;130;5;FALSE;69.99;1878;594
6008;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;175,198,207;Short;Slim;;;;;;Medium;;Sin Estampado;Expert;TIME OFF;26/6/2023;10/12/2023;24;200;5;FALSE;35.99;6839;1415
6009;86;Shirt;Tops;WOVEN;243,242,238;Standard;Straight;;Shirt-style collar;Long;;;Light;;Sin Estampado;Lady;FORMAL WORK;27/3/2023;4/6/2023;10;405;7;FALSE;29.99;34467;20674
6010;88;Jackets;Outerwear;SYNTHETIC LEATHER;0,0,0;Medium;Oversize;;Shirt-style collar;Long;;;Heavy;;Sin Estampado;Casual Chic;TIME OFF;11/12/2023;17/3/2024;14;1027;7;FALSE;59.99;56550;15695
6011;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;79,132,84;Midi;Straight;;Shirt-style collar;Sleeveless;;;Light;;Otros Estampados;Lady;FORMAL WORK;10/4/2023;21/5/2023;6;126;7;TRUE;39.99;5061;1484
6012;88;Shirt;Tops;WOVEN;243,242,238;Long;Straight;;Shirt-style collar;Long;;;Light;;Sin Estampado;Casual Chic;TIME OFF;25/3/2024;19/5/2024;8;269;5;FALSE;39.99;13050;1089
6014;88;Shirt;Tops;WOVEN;242,240,235;Standard;Slim;;Shirt-style collar;Long;;;Light;;Rayas;;CASUAL WORK;8/4/2024;19/5/2024;6;875;7;FALSE;29.99;34768;6696
6015;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;225,204,175;Short;Evase;;V-Neck;Short;;;Light;;Sin Estampado;;TIME OFF;21/11/2022;26/3/2023;18;143;5;FALSE;29.99;5921;2319
6016;89;Vest;Outerwear;TRICOT;141,173,212;Standard;Straight;;V-Neck;;;;;Fine point;Sin Estampado;;CASUAL WORK;12/8/2024;6/10/2024;8;1039;7;FALSE;29.99;37225;16250
6017;87;Shirt;Tops;WOVEN;29,80,144;Standard;Straight;;Mao;Long;;;Light;;Milrayas;;CASUAL WORK;4/9/2023;12/11/2023;10;677;11;FALSE;27.99;26163;10281
6018;88;Vest;Outerwear;TRICOT;233,227,214;Standard;Straight;;Shirt-style collar;;;;;Midpoint;Sin Estampado;Lady;TIME OFF;12/2/2024;7/4/2024;8;1111;7;FALSE;25.99;44015;11029
6019;89;Vest;Outerwear;CIRCULAR;145,145,144;Standard;Slim;;V-Neck;Sleeveless;;;Light;;Sin Estampado;Lady;CASUAL WORK;23/9/2024;1/12/2024;10;904;7;FALSE;25.99;37010;17265
6020;89;Trousers;Bottoms;WOVEN;145,145,144;Long;Wide leg;Regular Waist;;;;;;;Sin Estampado;Ideal;CASUAL WORK;5/8/2024;27/10/2024;12;1223;12;TRUE;29.99;61297;27852
6024;89;Jumpsuit;Dresses, jumpsuits and Complete set;JEANS;34,38,47;Long;Straight;;Shirt-style collar;Short;;;Medium;;Sin Estampado;;TIME OFF;16/9/2024;10/11/2024;8;410;5;FALSE;49.99;15927;8322
6026;89;Jeans;Bottoms;JEANS;141,154,165;Long;Wide leg;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;26/8/2024;20/10/2024;8;252;8;FALSE;39.99;19146;2482
6027;89;Skirts;Bottoms;WOVEN;245,244,238;Long;Evase;High Waist;;;;;Light;;Sin Estampado;;TIME OFF;22/7/2024;13/10/2024;12;71;5;FALSE;45.99;3067;662
6028;89;Jackets;Outerwear;TRICOT;49,47,72;Standard;Straight;;Shirt-style collar;Long;;;;Thick point;Sin Estampado;;CASUAL WORK;2/9/2024;10/11/2024;10;1036;5;FALSE;59.99;25353;9660
6029;86;Shirt;Tops;WOVEN;79,132,84;Standard;Straight;;Draped;Long;;;Light;;Sin Estampado;;FORMAL WORK;6/3/2023;28/5/2023;12;87;5;FALSE;29.99;3595;867
6030;88;Shirt;Tops;WOVEN;233,227,214;Crop;Straight;;Shirt-style collar;Short;;;Light;;Sin Estampado;;CASUAL WORK;22/4/2024;16/6/2024;8;643;5;FALSE;35.99;24281;11662
6032;86;Trousers;Bottoms;WOVEN;229,53,129;Long;Palazzo;Regular Waist;;;;;;;Sin Estampado;Lady;FORMAL WORK;17/4/2023;25/6/2023;10;135;7;FALSE;39.99;5829;2614
6033;88;Jackets;Outerwear;JEANS;63,102,137;Short;Oversize;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;TIME OFF;1/4/2024;26/5/2024;8;167;4;FALSE;49.99;13458;715
6034;88;Blazers;Outerwear;WOVEN;145,145,144;;;;Flap;Long;;;Medium;;Sin Estampado;;CASUAL WORK;5/2/2024;3/3/2024;4;149;5;FALSE;59.99;5183;946
6036;88;Trousers;Bottoms;WOVEN;49,79,65;Standard;Straight;Adjustable / Rubber;;;;;Light;;Sin Estampado;Lady;FORMAL WORK;15/1/2024;7/4/2024;12;1049;11;FALSE;39.99;39834;25699
6038;89;T-shirt;Tops;CIRCULAR;245,244,238;Standard;Slim;;;;;;;;Sin Estampado;Lady;TIME OFF;29/7/2024;20/10/2024;12;563;7;FALSE;12.99;39775;19635
6039;87;Sweater;Tops;TRICOT;0,0,0;Standard;Straight;;Perkins;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;28/8/2023;19/11/2023;12;1206;11;FALSE;29.99;71690;47983
6040;88;Tops;Tops;CIRCULAR;233,227,214;Standard;Slim;;Rounded Neck;Sleeveless;;;Light;;Sin Estampado;Authentic;TIME OFF;1/4/2024;26/5/2024;8;287;5;FALSE;15.99;19837;9021
6041;89;Sweater;Tops;TRICOT;216,209,195;Standard;Straight;;Perkins;Long;;;;Fine point;Sin Estampado;Wow;CASUAL WORK;14/10/2024;8/12/2024;8;129;5;FALSE;99.99;6387;1396
6042;87;Shirt;Tops;WOVEN;220,203,189;Standard;Regular;;Shirt-style collar;Three quarters;;;Light;;Flores;Lady;TIME OFF;5/6/2023;16/7/2023;6;659;7;FALSE;25.99;34895;14491
6043;88;Blazers;Outerwear;WOVEN;129,105,81;Standard;Straight;;Flap;Long;;;Medium;;Sin Estampado;Casual Chic;CASUAL WORK;11/12/2023;14/4/2024;18;1173;11;FALSE;49.99;78831;51653
6046;87;Tops;Tops;CIRCULAR;102,102,102;Crop;Slim;;V-Neck;Fine Strap;;;Light;;Sin Estampado;Casual Chic;TIME OFF;2/10/2023;26/11/2023;8;697;5;FALSE;12.99;26475;5927
6047;86;T-shirt;Tops;CIRCULAR;49,47,72;Standard;Regular;;;;;;;;Sin Estampado;;CASUAL WORK;28/11/2022;22/1/2023;8;743;7;FALSE;15.99;32999;9979
6048;89;Shirt;Tops;WOVEN;0,0,0;Standard;Regular;;Shirt-style collar;Short;;;Light;;Sin Estampado;;CASUAL WORK;22/7/2024;15/9/2024;8;71;3;FALSE;39.99;8442;1109
6049;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Short;Straight;;Low cut;Fine Strap;;;Light;;Sin Estampado;;TIME OFF;10/7/2023;20/8/2023;6;796;7;FALSE;25.99;26313;4563
6050;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Short;Evase;;Wrap collar;Long;;;Light;;Sin Estampado;Ideal;FORMAL WORK;2/1/2023;26/3/2023;12;529;7;FALSE;39.99;18279;3768
6052;87;Shirt;Tops;WOVEN;245,244,238;Standard;Straight;;Turtle neck;Long;;;Light;;Sin Estampado;;TIME OFF;28/8/2023;24/9/2023;4;265;4;FALSE;29.99;9667;3082
6054;88;Dresses;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Short;Slim;;Low cut;Short;;;;;Sin Estampado;;CASUAL WORK;29/4/2024;9/6/2024;6;733;11;TRUE;29.99;33515;6983
6055;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;243,242,238;Short;Straight;;Shirt-style collar;Sleeveless;;;Light;;Sin Estampado;Casual Chic;FORMAL WORK;22/5/2023;18/6/2023;4;139;5;FALSE;59.99;5715;3231
6056;88;Intimate;Accesories, Swim and Intimate;CIRCULAR;43,42,113;;;;;;;;;;Sin Estampado;Authentic;TIME OFF;20/11/2023;23/6/2024;31;83;4;FALSE;19.99;2603;2015
6057;88;Coats;Outerwear;WOVEN;0,0,0;Medium;Slim;;Peak Lapel;Long;;;Medium;;Sin Estampado;Lady;FORMAL WORK;20/11/2023;28/1/2024;10;1137;11;FALSE;79.99;66528;38658
6059;87;Shirt;Tops;WOVEN;245,244,238;Long;Oversize;;Shirt-style collar;Long;;;Light;;Sin Estampado;;CASUAL WORK;4/9/2023;29/10/2023;8;135;5;FALSE;49.99;7062;1263
6061;89;Tops;Tops;TRICOT;30,40,101;Standard;Slim;;Close-fitting;Sleeveless;;;;Fine point;Sin Estampado;;CASUAL WORK;29/7/2024;20/10/2024;12;188;3;FALSE;19.99;7461;1474
6062;88;Dresses;Dresses, jumpsuits and Complete set;WOVEN;178,211,178;Short;Slim;;;Wide Strap;;;Medium;;Sin Estampado;Authentic;FORMAL WORK;1/1/2024;28/1/2024;4;54;5;FALSE;59.99;2009;325
6063;87;Jumpsuit;Dresses, jumpsuits and Complete set;JEANS;29,80,144;Short;Straight;;Mao;Three quarters;;;Light;;Sin Estampado;;TIME OFF;5/6/2023;30/7/2023;8;316;7;FALSE;29.99;16552;2154
6064;87;T-shirt;Tops;CIRCULAR;245,244,238;Standard;Straight;;;Short;;;Medium;;Sin Estampado;Lady;CASUAL EVENT;25/9/2023;19/11/2023;8;91;5;FALSE;35.99;3159;579
6065;89;Shorts;Bottoms;JEANS;15,15,15;Short;Straight;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;3/6/2024;28/7/2024;8;1039;8;FALSE;25.99;80299;24717
6066;87;Shirt;Tops;WOVEN;243,242,238;Standard;Straight;;Rounded Neck;Long;;;Light;;Sin Estampado;Lady;FORMAL WORK;24/7/2023;1/10/2023;10;771;7;FALSE;29.99;41000;3772
6067;89;Intimate;Accesories, Swim and Intimate;WOVEN;245,244,238;;;;;;;;;;Sin Estampado;Authentic;TIME OFF;6/5/2024;25/8/2024;16;58;3;FALSE;39.99;1069;538
6068;87;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;240,238,217;Short;Slim;;Boat;Long;;;Light;;Sin Estampado;Expert;CASUAL EVENT;30/10/2023;24/12/2023;8;1243;7;FALSE;39.99;46410;37699
6070;88;Jackets;Outerwear;TRICOT;0,0,0;Medium;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;TIME OFF;22/1/2024;17/3/2024;8;1056;7;FALSE;39.99;31959;8530
6071;88;Tops;Tops;TRICOT;245,244,238;Standard;Slim;;Off Shoulder;Long;;;;Fine point;Sin Estampado;Wow;TIME OFF;15/4/2024;9/6/2024;8;86;5;FALSE;29.99;2649;569
6072;86;Sweater;Tops;TRICOT;243,242,238;Standard;Oversize;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;TIME OFF;8/5/2023;4/6/2023;4;245;4;FALSE;29.99;11970;5767
6073;87;Coats;Outerwear;WOVEN;81,77,50;Medium;Slim;;Peak Lapel;Long;;;Medium;;Sin Estampado;Lady;FORMAL WORK;28/8/2023;17/12/2023;16;974;11;FALSE;79.99;36104;16762
6074;87;Skirts;Bottoms;WOVEN;189,22,62;Mini/Micro;;Regular Waist;;;;;;;Sin Estampado;Wow;FORMAL EVENT;2/10/2023;26/11/2023;8;140;5;FALSE;39.99;4014;2653
6075;87;Skirts;Bottoms;CIRCULAR;0,0,0;Short;Slim;Adjustable / Rubber;;;;;Light;;Sin Estampado;Ideal;TIME OFF;10/7/2023;3/9/2023;8;568;7;FALSE;17.99;26804;4549
6078;86;Trousers;Bottoms;WOVEN;0,0,0;;;High Waist;;;;;;;Sin Estampado;Casual Chic;CASUAL EVENT;13/3/2023;21/5/2023;10;339;6;FALSE;35.99;22290;3315
6081;86;Coats;Outerwear;WOVEN;243,242,238;Standard;;;Boat;;;;Light;;Sin Estampado;;FORMAL EVENT;6/3/2023;30/4/2023;8;98;1;FALSE;25.99;2446;1202
6082;86;Tops;Tops;CIRCULAR;170,67,48;Standard;Straight;;Rounded Neck;Sleeveless;;;Light;;Sin Estampado;;CASUAL WORK;10/4/2023;4/6/2023;8;552;11;TRUE;15.99;31761;10370
6083;88;Intimate;Accesories, Swim and Intimate;TRICOT;145,145,144;;;;;;;;;;Sin Estampado;;TIME OFF;20/11/2023;25/2/2024;14;122;3;FALSE;39.99;12498;2942
6084;89;Vest;Outerwear;CIRCULAR;0,0,0;Standard;Slim;;Rounded Neck;;;;Light;;Sin Estampado;Lady;CASUAL WORK;19/8/2024;10/11/2024;12;1159;11;TRUE;22.99;52542;33464
6085;88;Cardigans;Tops;TRICOT;225,204,175;Long;Slim;;V-Neck;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;4/12/2023;11/2/2024;10;370;3;FALSE;29.99;7229;1968
6086;87;Trousers;Bottoms;WOVEN;229,53,129;Long;Palazzo;Adjustable / Rubber;;;;;Light;;Sin Estampado;Cosmopolitan;CASUAL WORK;29/5/2023;23/7/2023;8;104;5;FALSE;29.99;3726;1196
6087;86;T-shirt;Tops;CIRCULAR;79,132,84;Standard;Straight;;Rounded Neck;Short;;;Medium;;Sin Estampado;;TIME OFF;28/11/2022;19/2/2023;12;111;5;FALSE;9.99;10519;1484
6090;88;Shorts;Bottoms;WOVEN;234,229,225;Short;Straight;High Waist;;;;;Light;;Sin Estampado;Lady;FORMAL WORK;20/11/2023;11/2/2024;12;74;5;FALSE;29.99;6444;1228
6091;89;Shorts;Bottoms;WOVEN;0,0,0;Short;Straight;Regular Waist;;;;;Light;;Sin Estampado;Authentic;FORMAL WORK;3/6/2024;6/10/2024;18;1202;5;FALSE;27.99;41784;28392
6093;86;Tops;Tops;WOVEN;243,242,238;Standard;Slim;;Halter;Sleeveless;;;Light;;Flores;Authentic;CASUAL WORK;24/4/2023;4/6/2023;6;468;4;FALSE;29.99;16211;5834
6094;87;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;219,207,189;Short;Straight;;Shirt-style collar;Short;;;Medium;;Sin Estampado;;CASUAL WORK;10/7/2023;20/8/2023;6;876;7;FALSE;39.99;32770;8504
