ID;id_season;family;category;fabric;color_rgb;length_type;silhouette_type;waist_type;neck_lapel_type;sleeve_length_type;heel_shape_type;toecap_type;woven_structure;knit_structure;print_type;archetype;moment;phase_in;phase_out;life_cycle_length;num_stores;num_sizes;has_plus_sizes;price;Production;weekly_demand
7208;invierno;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;81,77,50;Long;Evase;;Rounded Neck;Short;;;Medium;;Sin Estampado;Lady;TIME OFF;5/8/2024;27/10/2024;12;1012;5;FALSE;25.99;60217;18204
7209;invierno;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Straight;;Rounded Neck;Short;;;Medium;;Sin Estampado;Lady;CASUAL EVENT;28/10/2024;22/12/2024;8;954;7;FALSE;29.99;31707;13766
7210;verano;Tops;Tops;TRICOT;177,179,180;Standard;Straight;;Rounded Neck;Sleeveless;;;;Fine point;Sin Estampado;Casual Chic;CASUAL EVENT;22/4/2024;16/6/2024;8;599;7;FALSE;22.99;20243;4853
7211;verano;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Short;Straight;;Shirt-style collar;Short;;;Heavy;;Sin Estampado;Cosmopolitan;CASUAL WORK;20/11/2023;11/2/2024;12;83;5;FALSE;45.99;5044;1636
7212;invierno;Intimate;Accesories, Swim and Intimate;WOVEN;133,121,110;;;;;;;;;;Sin Estampado;Lady;TIME OFF;6/11/2023;25/2/2024;16;40;3;FALSE;29.99;1233;184
7214;invierno;Sweater;Tops;TRICOT;233,227,214;Crop;Straight;;Close-fitting;;;;;Thick point;Sin Estampado;Ideal;TIME OFF;24/7/2023;20/8/2023;4;217;7;FALSE;25.99;10616;3059
7216;invierno;Jumpsuit;Dresses, jumpsuits and Complete set;JEANS;0,0,0;Ankle brace;Straight;;Rounded Neck;Fine Strap;;;Light;;Sin Estampado;;TIME OFF;5/6/2023;30/7/2023;8;144;3;FALSE;39.99;5717;3543
7217;invierno;Blazers;Outerwear;WOVEN;0,0,0;Short;;;Flap;Long;;;Medium;;Sin Estampado;;FORMAL EVENT;4/11/2024;29/12/2024;8;113;7;FALSE;59.99;5902;1112
7218;verano;T-shirt;Tops;CIRCULAR;145,145,144;Standard;Regular;;Rounded Neck;Long;;;Light;;Sin Estampado;Ideal;TIME OFF;4/12/2023;25/2/2024;12;947;7;FALSE;15.99;43632;12441
7219;invierno;Shorts;Bottoms;WOVEN;61,40,49;Short;;Low Waist;;;;;Medium;;Sin Estampado;Expert;FORMAL WORK;29/5/2023;12/11/2023;24;179;5;FALSE;17.99;12462;3870
7220;invierno;Sweater;Tops;TRICOT;0,116,87;Standard;Straight;;V-Neck;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;7/8/2023;1/10/2023;8;282;7;FALSE;22.99;23385;6956
7221;invierno;Coats;Outerwear;WOVEN;0,0,0;Long;Oversize;;Shirt-style collar;Long;;;Heavy;;Sin Estampado;Casual Chic;TIME OFF;2/10/2023;10/12/2023;10;869;11;FALSE;99.99;23579;14029
7222;invierno;Trousers;Bottoms;WOVEN;49,47,72;Long;Skinny;Regular Waist;;;;;;;Sin Estampado;Casual Chic;CASUAL WORK;5/6/2023;19/11/2023;24;1206;12;FALSE;25.99;236860;63644
7223;verano;Sweater;Tops;TRICOT;0,0,0;Medium;Straight;;Close-fitting;Short;;;;Thick point;Sin Estampado;Lady;TIME OFF;25/3/2024;19/5/2024;8;767;7;FALSE;29.99;22750;12612
7224;verano;Cardigans;Tops;TRICOT;141,173,212;Standard;Straight;;V-Neck;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;13/3/2023;4/6/2023;12;1052;7;FALSE;22.99;36337;18225
7225;invierno;Puffer coats;Outerwear;WOVEN;0,0,0;Medium;Oversize;;Funnel neck;Long;;;Medium;;Sin Estampado;Ideal;TIME OFF;21/10/2024;15/12/2024;8;64;5;FALSE;79.99;7598;446
7227;verano;Shirt;Tops;WOVEN;243,242,238;Crop;Slim;;Low cut;Sleeveless;;;;;Flores;;TIME OFF;22/4/2024;16/6/2024;8;307;4;FALSE;22.99;14446;4518
7228;invierno;Jackets;Outerwear;WOVEN;29,80,144;Standard;Regular;;Shirt-style collar;Short;;;;;Sin Estampado;;CASUAL WORK;29/7/2024;22/9/2024;8;246;3;FALSE;35.99;13974;3746
7229;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;229,53,129;Long;Evase;;Boat;Short;;;Light;;Sin Estampado;;TIME OFF;28/11/2022;19/2/2023;12;98;5;FALSE;39.99;5265;521
7230;invierno;Sweater;Tops;TRICOT;156,116,71;Standard;Straight;;Low cut;Long;;;;Midpoint;Sin Estampado;Casual Chic;CASUAL WORK;25/9/2023;19/11/2023;8;357;7;FALSE;29.99;12506;3125
7231;invierno;Sweater;Tops;TRICOT;233,227,214;Medium;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;TIME OFF;26/8/2024;20/10/2024;8;681;3;FALSE;39.99;14476;2495
7232;invierno;Blazers;Outerwear;LEATHER;0,0,0;;;;;;;;;;Sin Estampado;Expert;FORMAL WORK;9/9/2024;1/12/2024;12;153;5;FALSE;199.99;2677;1684
7233;invierno;Tops;Tops;WOVEN;0,0,0;;Straight;;Low cut;Fine Strap;;;Light;;Sin Estampado;;FORMAL WORK;9/9/2024;3/11/2024;8;965;7;FALSE;19.99;38570;8814
7235;invierno;Jeans;Bottoms;JEANS;76,82,80;Crop;Skinny;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;4/9/2023;26/11/2023;12;835;12;FALSE;29.99;61988;31261
7237;invierno;Shorts;Bottoms;WOVEN;49,47,72;Short;Straight;High Waist;;;;;Light;;Sin Estampado;Lady;TIME OFF;27/5/2024;13/10/2024;20;154;5;FALSE;22.99;6975;3544
7239;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;235,205,207;Midi;;;;Fine Strap;;;Light;;Sin Estampado;;FORMAL EVENT;10/4/2023;4/6/2023;8;215;5;FALSE;49.99;12412;2942
7240;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Short;Straight;;Shirt-style collar;Long;;;Light;;Geométric;;FORMAL WORK;7/8/2023;17/9/2023;6;1069;11;FALSE;39.99;37846;16791
7241;verano;Sweater;Tops;TRICOT;229,53,129;Medium;Straight;;Close-fitting;Short;;;;Midpoint;Sin Estampado;Lady;TIME OFF;15/4/2024;9/6/2024;8;635;7;FALSE;25.99;24112;12641
7242;invierno;Cardigans;Tops;TRICOT;233,227,214;Standard;Straight;;Rounded Neck;Long;;;;Midpoint;Sin Estampado;Casual Chic;CASUAL WORK;14/8/2023;5/11/2023;12;1201;7;FALSE;39.99;47513;29474
7243;invierno;Tops;Tops;TRICOT;68,178,169;Standard;Slim;;Asymmetric;Sleeveless;;;;Fine point;Sin Estampado;Lady;CASUAL EVENT;10/7/2023;3/9/2023;8;795;7;FALSE;17.99;22846;11614
7244;verano;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;233,227,214;Short;Slim;;Turtle neck;Long;;;Light;;Sin Estampado;;TIME OFF;28/11/2022;19/2/2023;12;762;7;FALSE;22.99;38642;6912
7246;verano;Dresses;Dresses, jumpsuits and Complete set;TRICOT;233,227,214;Short;Straight;;;Long;;;;Thick point;Sin Estampado;;TIME OFF;27/2/2023;23/4/2023;8;92;7;FALSE;39.99;1412;1436
7247;verano;Swimwear;Accesories, Swim and Intimate;CIRCULAR;54,31,18;;;;;;;;;;Sin Estampado;Casual Chic;TIME OFF;1/4/2024;7/7/2024;14;32;6;FALSE;39.99;896;462
7248;invierno;Shorts;Bottoms;JEANS;245,244,238;;5 pockets;Regular Waist;;;;;;;Sin Estampado;;TIME OFF;27/5/2024;23/6/2024;4;132;6;FALSE;29.99;6002;1043
7250;invierno;Tops;Tops;CIRCULAR;0,0,0;Standard;Slim;;Close-fitting;Fine Strap;;;Light;;Sin Estampado;Casual Chic;TIME OFF;24/7/2023;15/10/2023;12;493;7;FALSE;12.99;24358;7005
7251;invierno;Shirt;Tops;WOVEN;125,128,147;Standard;Regular;;Shirt-style collar;Long;;;Light;;Sin Estampado;;FORMAL WORK;9/9/2024;3/11/2024;8;848;11;TRUE;25.99;36345;20384
7253;verano;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;242,160,157;Long;Evase;;Rounded Neck;Sleeveless;;;Medium;;Sin Estampado;;CASUAL WORK;20/2/2023;14/5/2023;12;160;5;FALSE;49.99;5330;3590
7254;verano;Skirts;Bottoms;WOVEN;29,80,144;Short;Straight;Regular Waist;;;;;Medium;;Sin Estampado;Lady;FORMAL WORK;30/1/2023;26/3/2023;8;270;7;FALSE;29.99;10923;1844
7256;verano;T-shirt;Tops;CIRCULAR;234,229,225;Standard;Slim;;Rounded Neck;Long;;;Light;;Sin Estampado;;CASUAL WORK;23/1/2023;19/3/2023;8;592;7;FALSE;12.99;23994;8421
7257;verano;Tops;Tops;CIRCULAR;189,22,62;Crop;Slim;;Close-fitting;Fine Strap;;;Medium;;Sin Estampado;;CASUAL EVENT;5/12/2022;26/2/2023;12;103;5;FALSE;22.99;4401;1349
7258;invierno;Cardigans;Tops;TRICOT;156,116,71;Standard;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;Authentic;FORMAL WORK;25/9/2023;19/11/2023;8;809;7;FALSE;35.99;25419;8584
7259;invierno;Jackets;Outerwear;JEANS;45,57,78;Standard;Oversize;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;TIME OFF;28/10/2024;22/12/2024;8;143;5;FALSE;59.99;8074;506
7260;verano;Skirts;Bottoms;SYNTHETIC LEATHER;0,0,0;Midi;Pencil;Regular Waist;;;;;;;Sin Estampado;Lady;CASUAL WORK;28/11/2022;26/3/2023;17;1190;12;TRUE;27.99;70311;57412
7261;verano;Jackets;Outerwear;WOVEN;81,77,50;Standard;Straight;;Close-fitting;Long;;;Medium;;Sin Estampado;Lady;FORMAL WORK;11/12/2023;4/2/2024;8;333;7;FALSE;59.99;14309;5142
7263;verano;Shirt;Tops;WOVEN;141,173,212;Standard;Regular;;Shirt-style collar;Long;;;Light;;Sin Estampado;Casual Chic;FORMAL WORK;11/3/2024;19/5/2024;10;779;11;TRUE;35.99;43986;23054
7264;verano;Dresses;Dresses, jumpsuits and Complete set;TRICOT;188,154,54;Long;Straight;;V-Neck;Three quarters;;;;Fine point;Sin Estampado;Ideal;FORMAL EVENT;5/2/2024;31/3/2024;8;92;5;FALSE;69.99;2608;1067
7266;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Midi;Straight;;Low cut;Fine Strap;;;Light;;Sin Estampado;;TIME OFF;10/7/2023;20/8/2023;6;1150;7;FALSE;29.99;50046;24012
7267;invierno;Tops;Tops;TRICOT;229,53,129;Standard;Slim;;Rounded Neck;Sleeveless;;;;Fine point;Sin Estampado;;CASUAL WORK;20/5/2024;14/7/2024;8;1146;6;FALSE;19.99;40161;22491
7268;verano;Jackets;Outerwear;JEANS;63,102,137;Standard;Slim;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;TIME OFF;8/4/2024;14/7/2024;14;1091;11;TRUE;29.99;73614;33210
7270;invierno;Coats;Outerwear;WOVEN;42,49,66;Long;Straight;;Flap;Long;;;Heavy;;Sin Estampado;Ideal;FORMAL WORK;25/9/2023;3/12/2023;10;294;7;FALSE;159.99;4192;884
7271;invierno;Jackets;Outerwear;CIRCULAR;0,0,0;Standard;Straight;;Rounded Neck;Long;;;Medium;;Sin Estampado;Lady;CASUAL EVENT;28/10/2024;22/12/2024;8;1089;7;FALSE;45.99;34885;27475
7272;invierno;Trousers;Bottoms;WOVEN;233,227,214;Long;Jogger;Adjustable / Rubber;;;;;;;Sin Estampado;;TIME OFF;17/6/2024;25/8/2024;10;322;5;FALSE;29.99;16502;3153
7273;verano;Shirt;Tops;CIRCULAR;42,49,66;Standard;Straight;;V-Neck;Long;;;Light;;Sin Estampado;;TIME OFF;27/2/2023;23/4/2023;8;1061;7;FALSE;19.99;51061;27061
7274;invierno;Tops;Tops;TRICOT;81,77,50;Standard;Slim;;V-Neck;Wide Strap;;;;Fine point;Sin Estampado;Authentic;TIME OFF;15/7/2024;6/10/2024;12;892;7;FALSE;22.99;29174;17145
7275;invierno;Shirt;Tops;JEANS;175,198,207;Crop;Slim;;;;;;;;Sin Estampado;;TIME OFF;22/4/2024;16/6/2024;8;308;5;FALSE;29.99;16678;4479
7276;verano;T-shirt;Tops;CIRCULAR;245,244,238;Standard;Straight;;Rounded Neck;Sleeveless;;;Light;;Sin Estampado;Lady;TIME OFF;1/4/2024;23/6/2024;12;871;7;FALSE;15.99;55204;17348
7277;invierno;Jeans;Bottoms;JEANS;63,102,137;Long;Wide leg;Adjustable / Rubber;;;;;;;Sin Estampado;;TIME OFF;12/8/2024;3/11/2024;12;63;5;FALSE;39.99;3714;974
7278;verano;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;185,223,220;Midi;Straight;;Rounded Neck;Sleeveless;;;Light;;Sin Estampado;;CASUAL WORK;30/1/2023;23/4/2023;12;160;5;FALSE;29.99;8528;3418
7279;invierno;Sweater;Tops;TRICOT;0,0,0;Crop;Slim;;Rounded Neck;Long;;;;Fine point;Sin Estampado;Lady;CASUAL EVENT;6/11/2023;31/12/2023;8;255;3;FALSE;35.99;4725;3227
7280;verano;Trousers;Bottoms;WOVEN;0,0,0;Long;Wide leg;Regular Waist;;;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;27/3/2023;4/6/2023;10;799;7;TRUE;27.99;37174;24694
7281;verano;Shirt;Tops;WOVEN;141,173,212;Crop;Slim;;Close-fitting;Short;;;Medium;;Sin Estampado;;CASUAL WORK;28/11/2022;19/2/2023;12;116;5;FALSE;29.99;4361;1400
7282;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;133,65,142;Long;Oversize;;Shirt-style collar;Short;;;Light;;Sin Estampado;;TIME OFF;6/3/2023;28/5/2023;12;89;2;FALSE;69.99;2284;1016
7283;invierno;Trousers;Bottoms;WOVEN;245,244,238;Long;Palazzo;High Waist;;;;;Light;;Sin Estampado;Cosmopolitan;FORMAL WORK;25/9/2023;19/11/2023;8;124;5;FALSE;45.99;3411;611
7284;verano;Dresses;Dresses, jumpsuits and Complete set;TRICOT;30,40,101;Long;Slim;;Rounded Neck;Sleeveless;;;;Fine point;Sin Estampado;Authentic;CASUAL WORK;8/4/2024;2/6/2024;8;1134;7;FALSE;25.99;37323;18790
7285;invierno;Cardigans;Tops;TRICOT;129,105,81;Standard;Straight;;Rounded Neck;Long;;;;Midpoint;Sin Estampado;Authentic;CASUAL WORK;25/9/2023;19/11/2023;8;181;5;FALSE;59.99;5717;3187
7286;invierno;Trousers;Bottoms;CIRCULAR;145,145,144;Long;Flared / Flare;Adjustable / Rubber;;;;;Light;;Sin Estampado;;CASUAL EVENT;28/10/2024;22/12/2024;8;566;11;TRUE;25.99;24058;14409
7289;invierno;Tops;Tops;WOVEN;245,244,238;Crop;Slim;;Low cut;Fine Strap;;;Light;;Sin Estampado;;TIME OFF;22/5/2023;2/7/2023;6;66;3;FALSE;29.99;3123;613
7290;invierno;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;225,204,175;Midi;Straight;;;;;;;;Sin Estampado;;TIME OFF;10/6/2024;4/8/2024;8;696;7;FALSE;25.99;30981;20712
7292;invierno;Shirt;Tops;WOVEN;165,52,52;Standard;Straight;;Rounded Neck;Long;;;Light;;Otros Estampados;;CASUAL WORK;29/7/2024;22/9/2024;8;1051;11;TRUE;25.99;40825;13835
7293;verano;Vest;Outerwear;JEANS;63,102,137;Crop;Slim;;V-Neck;;;;Medium;;Sin Estampado;;TIME OFF;5/12/2022;15/1/2023;6;233;3;FALSE;29.99;10673;2328
7295;verano;Skirts;Bottoms;TRICOT;219,207,189;Long;Straight;Regular Waist;;;;;;Midpoint;Sin Estampado;Lady;TIME OFF;10/4/2023;4/6/2023;8;340;5;FALSE;39.99;11887;5490
7296;verano;Jumpsuit;Dresses, jumpsuits and Complete set;CIRCULAR;137,175,75;Long;Straight;;Rounded Neck;Short;;;Elastic;;Sin Estampado;Authentic;TIME OFF;5/2/2024;31/3/2024;8;142;5;FALSE;29.99;4840;3056
7298;verano;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;189,22,62;Long;Straight;;Word honor;Sleeveless;;;Light;;Sin Estampado;;FORMAL EVENT;18/3/2024;12/5/2024;8;135;4;FALSE;119.99;3829;1007
7299;invierno;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;177,179,180;Short;Slim;;Rounded Neck;Long;;;Medium;;Sin Estampado;Wow;CASUAL EVENT;28/10/2024;22/12/2024;8;1220;7;FALSE;39.99;46279;28260
7300;verano;Skirts;Bottoms;WOVEN;0,0,0;Midi;;;;;;;;;Sin Estampado;Ideal;FORMAL WORK;14/11/2022;28/5/2023;28;897;7;FALSE;29.99;90620;76754
7301;verano;Shirt;Tops;WOVEN;197,213,99;Long;Straight;;Shirt-style collar;Long;;;Light;;Sin Estampado;;CASUAL WORK;13/5/2024;7/7/2024;8;639;7;FALSE;25.99;24037;5491
7302;invierno;Jeans;Bottoms;JEANS;205,205,205;Ankle brace;Mom;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;5/6/2023;24/9/2023;16;1143;12;FALSE;29.99;93423;90843
7303;verano;Sweater;Tops;TRICOT;229,53,129;Medium;Straight;;V-Neck;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;27/3/2023;21/5/2023;8;744;7;FALSE;29.99;24721;6110
7304;verano;Trousers;Bottoms;WOVEN;245,244,238;Capri;Straight;Adjustable / Rubber;;;;;Light;;Sin Estampado;;TIME OFF;12/12/2022;5/3/2023;12;122;5;FALSE;29.99;5781;1006
7305;verano;Skirts;Bottoms;WOVEN;177,179,180;Long;Evase;High Waist;;;;;Medium;;Sin Estampado;;FORMAL EVENT;6/3/2023;28/5/2023;12;81;5;FALSE;49.99;1885;595
7306;verano;Vest;Outerwear;WOVEN;178,211,178;Standard;Straight;;;;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;17/4/2023;28/5/2023;6;336;6;FALSE;29.99;11838;8930
7307;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;185,223,220;Short;Evase;;Low cut;Fine Strap;;;;;Sin Estampado;;TIME OFF;22/4/2024;2/6/2024;6;446;4;FALSE;39.99;13307;4071
7308;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;79,132,84;Short;Straight;;Rounded Neck;Sleeveless;;;Light;;Sin Estampado;Lady;FORMAL WORK;24/7/2023;17/9/2023;8;787;7;FALSE;29.99;22515;8516
7309;verano;Jackets;Outerwear;TRICOT;0,0,0;Medium;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;CASUAL WORK;29/1/2024;24/3/2024;8;1144;7;FALSE;39.99;38800;18100
7310;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Long;Evase;;Close-fitting;Fine Strap;;;Light;;Sin Estampado;;TIME OFF;10/6/2024;21/7/2024;6;182;4;FALSE;79.99;7574;2287
7311;verano;Shorts;Bottoms;WOVEN;225,204,175;Short;;Regular Waist;;;;;Medium;;Sin Estampado;;CASUAL WORK;14/11/2022;30/4/2023;24;138;5;FALSE;17.99;11939;4486
7312;verano;Shirt;Tops;WOVEN;189,22,62;Standard;Evase;;Shirt-style collar;Short;;;Light;;Sin Estampado;;TIME OFF;21/11/2022;12/3/2023;16;99;5;FALSE;22.99;4424;1694
7313;verano;Sweater;Tops;TRICOT;141,173,212;Standard;Straight;;Turtle neck;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;5/12/2022;26/2/2023;12;735;7;TRUE;19.99;31196;27798
7314;invierno;Shirt;Tops;WOVEN;242,160,157;Standard;Straight;;V-Neck;Long;;;Light;;Etnico;Lady;CASUAL WORK;10/7/2023;20/8/2023;6;630;7;FALSE;29.99;22074;6138
7315;verano;Shirt;Tops;WOVEN;245,237,193;Standard;Oversize;;Boat;Three quarters;;;Light;;Sin Estampado;;FORMAL EVENT;20/2/2023;16/4/2023;8;95;4;FALSE;29.99;2507;857
7316;invierno;Shirt;Tops;WOVEN;57,28,29;Standard;Slim;;Shirt-style collar;Long;;;Light;;Cuadros;;TIME OFF;16/9/2024;10/11/2024;8;430;4;FALSE;35.99;17676;2626
7317;invierno;Sweatshirts;Tops;CIRCULAR;81,77,50;Standard;Regular;;;;;;;;Sin Estampado;Lady;TIME OFF;21/10/2024;15/12/2024;8;584;7;FALSE;25.99;26353;3256
7318;invierno;Coats;Outerwear;WOVEN;156,116,71;Medium;Oversize;;Peak Lapel;Long;;;Heavy;;Sin Estampado;Ideal;TIME OFF;9/10/2023;17/12/2023;10;602;7;FALSE;99.99;17226;10953
7319;verano;Jeans;Bottoms;JEANS;63,102,137;Crop;Straight;Adjustable / Rubber;;;;;Medium;;Sin Estampado;Ideal;TIME OFF;11/12/2023;26/5/2024;24;67;5;FALSE;39.99;2727;4220
7320;verano;Blazers;Outerwear;WOVEN;145,145,144;Long;;;Flap;Long;;;Medium;;Sin Estampado;;CASUAL WORK;25/3/2024;2/6/2024;10;744;11;TRUE;59.99;25512;7824
7321;invierno;Sweater;Tops;TRICOT;156,116,71;Standard;Straight;;Rounded Neck;Long;;;;Thick point;Sin Estampado;Authentic;TIME OFF;2/12/2024;29/12/2024;4;512;5;FALSE;35.99;15768;3086
7322;invierno;Skirts;Bottoms;WOVEN;245,244,238;Midi;Evase;High Waist;;;;;Light;;Sin Estampado;Lady;TIME OFF;27/5/2024;13/10/2024;20;142;5;FALSE;35.99;4852;3800
7324;invierno;Jackets;Outerwear;CIRCULAR;129,105,81;Standard;Straight;;Shirt-style collar;Long;;;Light;;Sin Estampado;Lady;TIME OFF;21/10/2024;15/12/2024;8;337;3;FALSE;39.99;13762;980
7326;invierno;Cardigans;Tops;TRICOT;49,47,72;Standard;Straight;;V-Neck;Long;;;;Fine point;Sin Estampado;Casual Chic;TIME OFF;16/10/2023;10/12/2023;8;992;11;FALSE;25.99;20853;9064
7328;invierno;Jackets;Outerwear;CIRCULAR;0,0,0;Standard;Straight;;Rounded Neck;Long;;;Medium;;Sin Estampado;Expert;CASUAL EVENT;30/10/2023;24/12/2023;8;1051;5;FALSE;39.99;30875;33867
7329;verano;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;229,77,78;Long;Straight;;Shirt-style collar;Short;;;Light;;Flores;;CASUAL WORK;8/4/2024;2/6/2024;8;742;7;TRUE;39.99;33742;18660
7330;invierno;Jumpsuit;Dresses, jumpsuits and Complete set;JEANS;245,244,238;Ankle brace;Straight;;Rounded Neck;Fine Strap;;;Light;;Sin Estampado;;TIME OFF;5/6/2023;30/7/2023;8;105;3;FALSE;39.99;6018;2273
7331;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;242,160,157;Short;Straight;;Low cut;Wide Strap;;;Light;;Sin Estampado;Expert;TIME OFF;26/6/2023;15/10/2023;16;249;5;FALSE;29.99;3993;698
7332;invierno;Tops;Tops;WOVEN;79,132,84;Crop;Slim;;Asymmetric;Wide Strap;;;Light;;Geométric;Ideal;TIME OFF;29/5/2023;9/7/2023;6;473;4;FALSE;19.99;17090;9807
7334;invierno;Trenchcoats;Outerwear;WOVEN;49,47,72;Long;;;Shirt-style collar;;;;Heavy;;Sin Estampado;Lady;CASUAL WORK;2/9/2024;10/11/2024;10;326;11;TRUE;69.99;10286;6651
7335;verano;Tops;Tops;CIRCULAR;41,51,34;Standard;Straight;;Rounded Neck;Long;;;Medium;;Sin Estampado;;TIME OFF;28/11/2022;19/2/2023;12;89;4;FALSE;39.99;3322;583
7336;invierno;Jackets;Outerwear;CIRCULAR;243,242,238;Short;Straight;;Rounded Neck;Long;;;Medium;;Sin Estampado;Lady;CASUAL EVENT;6/11/2023;31/12/2023;8;65;3;FALSE;69.99;2626;491
7337;verano;Trousers;Bottoms;CIRCULAR;185,223,220;Standard;Straight;Adjustable / Rubber;;;;;Medium;;Sin Estampado;;CASUAL WORK;30/1/2023;23/4/2023;12;169;5;FALSE;29.99;7779;4052
7338;invierno;Cardigans;Tops;TRICOT;156,116,71;Standard;Straight;;V-Neck;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;7/8/2023;1/10/2023;8;861;7;FALSE;22.99;40504;13414
7339;verano;Intimate;Accesories, Swim and Intimate;WOVEN;116,60,69;;;;;;;;;;Sin Estampado;;TIME OFF;31/10/2022;8/1/2023;10;30;3;FALSE;22.99;806;208
7340;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;242,160,157;Midi;Evase;;Low cut;Fine Strap;;;Light;;Sin Estampado;;TIME OFF;2/1/2023;26/3/2023;12;115;5;FALSE;35.99;4581;753
7341;invierno;Trousers;Bottoms;LEATHER;0,0,0;Crop;Culotte;;;;;;;;Sin Estampado;Ideal;FORMAL WORK;4/9/2023;29/10/2023;8;26;4;FALSE;229.99;922;95
7344;invierno;Skirts;Bottoms;WOVEN;178,211,178;Long;Straight;Regular Waist;;;;;Light;;Sin Estampado;;CASUAL WORK;3/6/2024;28/7/2024;8;248;4;FALSE;29.99;9766;3452
7345;verano;Jackets;Outerwear;CIRCULAR;196,154,69;Standard;Straight;;;Long;;;Medium;;Cuadros;;FORMAL WORK;30/1/2023;26/3/2023;8;416;5;FALSE;39.99;16705;5052
7346;verano;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;56,62,57;Midi;Slim;;;;;;Light;;Sin Estampado;Lady;TIME OFF;18/3/2024;26/5/2024;10;317;5;FALSE;25.99;17245;5049
7347;verano;Intimate;Accesories, Swim and Intimate;TRICOT;145,145,144;;;;;;;;;Thick point;Sin Estampado;Authentic;TIME OFF;20/11/2023;25/2/2024;14;101;3;FALSE;39.99;13041;1780
7348;invierno;Trousers;Bottoms;WOVEN;145,145,144;Long;Wide leg;Regular Waist;;;;;Light;;Sin Estampado;Ideal;FORMAL WORK;23/9/2024;15/12/2024;12;718;6;FALSE;35.99;32411;18115
7350;invierno;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;81,77,50;Midi;Straight;;V-Neck;Long;;;Medium;;Sin Estampado;Expert;CASUAL EVENT;6/11/2023;31/12/2023;8;1018;11;FALSE;35.99;36751;15717
7351;verano;Skirts;Bottoms;WOVEN;0,0,0;Midi;;Regular Waist;;;;;Light;;Sin Estampado;Lady;FORMAL EVENT;13/2/2023;9/4/2023;8;145;8;FALSE;49.99;10886;1168
7352;invierno;Trousers;Bottoms;WOVEN;0,0,0;Long;Jogger;Adjustable / Rubber;;;;;;;Sin Estampado;Casual Chic;TIME OFF;3/6/2024;3/11/2024;22;1153;7;FALSE;29.99;30839;29241
7353;verano;Blazers;Outerwear;WOVEN;183,118,110;;;;Flap;Long;;;Light;;Sin Estampado;Lady;FORMAL WORK;30/1/2023;9/4/2023;10;735;12;TRUE;49.99;36243;18276
7354;invierno;Jackets;Outerwear;WOVEN;79,132,84;Standard;Straight;;Shirt-style collar;Long;;;Medium;;Sin Estampado;Authentic;CASUAL WORK;21/8/2023;15/10/2023;8;123;5;FALSE;49.99;3004;394
7355;invierno;Trousers;Bottoms;WOVEN;225,204,175;Long;Straight;Regular Waist;;;;;Medium;;Sin Estampado;Casual Chic;FORMAL WORK;31/7/2023;8/10/2023;10;329;7;FALSE;39.99;16910;7291
7356;verano;Skirts;Bottoms;WOVEN;229,53,129;Midi;Evase;High Waist;;;;;Light;;Flores;Casual Chic;FORMAL EVENT;8/5/2023;18/6/2023;6;644;8;FALSE;39.99;25842;9229
