ID;id_season;weekly_demand;family;category;fabric;color_rgb;length_type;silhouette_type;waist_type;neck_lapel_type;sleeve_length_type;heel_shape_type;toecap_type;woven_structure;knit_structure;print_type;archetype;moment;phase_in;phase_out;life_cycle_length;num_stores;num_sizes;has_plus_sizes;price;Production
5098;87;2638;7;1;1;25;4;27;3;-1;-1;;;-1;-1;20;-1;4;57;36;8;299;8;False;39.99;9208
5099;89;23360;16;1;1;166;9;27;1;-1;-1;;;3;-1;20;-1;4;9;103;8;1061;8;False;25.99;49889
5100;86;55775;15;4;5;79;10;25;-1;20;1;;;2;-1;20;5;3;18;6;30;1171;11;True;19.99;90570
5101;89;5871;22;4;0;23;10;25;-1;-1;0;;;2;-1;20;5;4;42;9;12;658;7;False;12.99;26141
5103;87;64;25;3;2;0;10;27;-1;5;-1;;;1;-1;20;4;3;12;106;8;23;3;False;229.99;933
5104;89;9117;17;1;5;125;7;8;3;-1;-1;;;-1;-1;20;-1;3;80;105;10;626;7;False;39.99;33631
5106;88;8444;15;4;5;222;10;21;-1;-1;1;;;2;-1;20;-1;3;40;22;8;1098;7;False;25.99;51123
5107;89;16572;2;4;4;0;9;27;-1;24;1;;;-1;3;20;-1;4;9;103;8;892;7;False;29.99;27138
5108;86;24291;21;4;0;23;10;25;-1;3;1;;;2;-1;20;-1;1;102;68;12;964;7;False;15.99;57595
5109;86;163;24;1;0;94;4;25;3;-1;-1;;;3;-1;7;-1;0;18;94;12;43;5;False;27.99;1376
5110;89;26562;7;1;1;23;3;27;3;-1;-1;;;-1;-1;0;1;4;60;2;24;891;8;False;39.99;59382
5112;87;17933;7;1;1;134;10;3;1;-1;-1;;;3;-1;20;-1;4;12;97;12;861;8;False;29.99;35681
5113;88;66319;21;4;0;222;10;21;-1;19;2;;;2;-1;20;3;4;62;83;14;1075;7;False;9.99;83754
5114;86;2379;17;1;5;222;7;27;-1;-1;-1;;;-1;-1;20;4;4;8;38;10;294;7;False;35.99;12764
5116;88;26680;3;3;5;0;4;27;-1;15;1;;;1;-1;20;5;1;99;11;10;1115;11;False;119.99;61495
5117;86;28970;7;1;1;41;10;24;1;-1;-1;;;3;-1;20;-1;4;18;94;12;958;12;True;29.99;81032
5118;88;51761;4;2;0;94;7;8;-1;-1;-1;;;2;-1;20;5;4;78;109;10;1182;11;False;25.99;81552
5119;89;2796;21;4;0;38;10;25;-1;19;1;;;2;-1;20;5;1;24;55;10;353;5;False;17.99;14942
5120;86;7861;4;2;4;0;9;25;-1;3;3;;;-1;0;20;-1;4;84;12;6;907;7;False;19.99;34456
5121;87;2533;18;4;4;50;10;27;-1;17;1;;;-1;2;20;1;4;32;10;8;651;7;False;39.99;17312
5122;88;2652;24;1;5;166;4;-1;3;-1;-1;;;2;-1;20;-1;2;21;58;6;211;7;False;49.99;5728
5123;86;27;5;0;5;157;-1;-1;-1;-1;-1;;;-1;-1;20;-1;4;44;12;16;46;3;False;25.99;250
5125;87;1003;4;2;5;154;7;8;-1;11;0;;;2;-1;20;1;4;16;59;6;225;4;False;49.99;8147
5126;87;393;2;4;4;162;10;25;-1;24;1;;;-1;0;20;0;1;89;71;8;83;5;False;35.99;3060
5127;88;56284;21;4;0;158;10;21;-1;19;2;;;2;-1;20;3;4;62;83;14;1083;7;False;9.99;73528
5128;87;2711;4;2;0;0;9;25;-1;0;0;;;2;-1;20;3;0;35;72;6;337;7;False;35.99;24785
5129;86;163;0;3;5;138;4;25;-1;23;1;;;3;-1;20;-1;2;71;108;6;27;5;False;250.0;477
5130;87;398;1;4;0;158;-1;-1;-1;13;3;;;3;-1;20;3;0;109;88;8;87;3;False;39.99;2508
5131;86;14225;18;4;4;138;10;27;-1;22;1;;;-1;2;20;-1;4;69;42;8;899;7;False;29.99;22324
5132;86;14824;22;4;4;143;10;27;-1;19;5;;;-1;0;20;-1;1;97;65;12;480;7;False;19.99;22530
5133;88;11447;25;3;5;6;-1;-1;-1;-1;-1;;;3;-1;20;-1;1;77;60;8;1141;7;False;35.99;37793
5136;86;1689;22;4;4;31;3;27;-1;11;5;;;-1;2;20;-1;4;28;12;4;208;4;False;19.99;9783
5138;88;8283;18;4;4;166;10;27;-1;19;1;;;-1;0;20;5;4;1;96;8;326;7;False;25.99;13650
5139;87;3761;18;4;4;138;10;27;-1;1;1;;;-1;2;20;1;4;6;97;8;361;7;False;39.99;10849
5140;87;618;4;2;5;73;9;27;-1;11;0;;;1;-1;20;-1;0;22;63;6;123;3;False;139.99;2244
5142;89;9639;24;1;5;0;4;-1;2;-1;-1;;;3;-1;20;-1;3;108;28;10;379;5;False;49.99;17184
5144;89;2163;17;1;0;6;8;-1;-1;-1;-1;;;-1;-1;20;5;4;42;20;8;457;5;False;22.99;19088
5145;88;3356;4;2;5;94;7;8;-1;20;2;;;2;-1;20;3;1;0;85;12;93;5;False;39.99;5517
5146;86;14389;15;4;5;160;10;21;-1;20;1;;;2;-1;19;1;1;107;76;16;703;11;True;29.99;38682
5147;86;1499;25;3;5;0;3;-1;-1;24;-1;;;2;-1;20;4;2;44;43;4;140;5;False;39.99;6326
5148;86;8324;4;2;5;133;4;8;-1;22;3;;;2;-1;20;5;3;55;95;10;930;7;False;45.99;32057
5153;86;3906;15;4;5;170;10;8;-1;24;1;;;2;-1;20;1;4;59;102;6;612;5;False;27.99;28976
5155;88;21062;6;3;1;120;6;27;-1;-1;1;;;3;-1;20;-1;4;88;109;14;1100;7;False;39.99;39370
5156;86;13469;24;1;5;9;-1;-1;3;-1;-1;;;2;-1;20;5;3;107;30;10;733;12;True;29.99;28269
5157;88;542;20;0;0;166;-1;-1;-1;-1;-1;;;-1;-1;20;2;4;36;58;14;72;4;False;39.99;3282
5158;87;18252;8;2;5;166;0;27;-1;20;2;;;3;-1;20;0;1;61;34;8;648;7;False;49.99;26947
5159;89;16710;7;1;1;138;10;27;3;-1;-1;;;-1;-1;20;-1;4;46;13;12;1110;8;False;29.99;51552
5160;86;8179;4;2;5;132;4;27;-1;11;1;;;2;-1;20;1;4;33;12;8;655;7;False;39.99;29939
5161;88;7006;24;1;5;0;4;16;3;-1;-1;;;2;-1;12;-1;2;36;17;8;815;7;False;59.99;26291
5163;87;2117;4;2;0;0;7;27;-1;-1;-1;;;-1;-1;20;5;4;35;8;8;741;7;False;29.99;16851
5164;86;1399;7;1;1;208;4;2;3;-1;-1;;;3;-1;20;-1;4;102;78;8;144;8;False;39.99;21167
5166;87;11141;0;3;5;225;-1;-1;-1;5;1;;;3;-1;20;1;3;57;36;8;496;7;False;69.99;16698
5168;89;987;4;2;5;222;4;27;-1;11;0;;;2;-1;15;-1;0;75;2;6;364;5;False;39.99;14872
5170;88;5668;6;3;0;0;10;27;-1;12;1;;;3;-1;20;6;4;40;75;10;438;5;False;35.99;17663
5175;87;1146;24;1;5;138;-1;-1;3;-1;-1;;;-1;-1;20;4;1;74;54;8;356;7;False;39.99;10824
5176;86;10644;22;4;0;166;10;25;-1;19;0;;;2;-1;20;-1;4;71;50;8;267;5;False;12.99;17392
5177;86;39367;22;4;0;120;-1;-1;-1;19;3;;;2;-1;20;3;4;97;65;12;971;7;False;15.99;49452
5180;88;3743;6;3;1;208;4;15;-1;19;1;;;3;-1;20;-1;4;66;49;8;377;4;False;59.99;19923
5181;86;5690;18;4;4;75;10;27;-1;17;2;;;-1;2;20;5;4;59;38;8;367;7;False;25.99;13206
5182;88;28805;3;3;5;0;4;27;-1;-1;-1;;;-1;-1;20;5;2;22;48;10;1133;7;False;159.99;31628
5183;88;1810;4;2;0;38;4;8;-1;19;1;;;3;-1;20;-1;4;52;31;8;160;5;False;29.99;6730
5184;86;2667;4;2;5;203;4;25;-1;11;0;;;2;-1;20;-1;2;102;25;6;288;5;False;49.99;12208
5185;89;8203;6;3;0;0;10;27;-1;9;1;;;3;-1;20;4;4;82;62;8;365;5;False;59.99;16639
5186;89;2187;24;1;5;53;4;7;0;-1;-1;;;2;-1;20;4;4;98;47;20;137;5;False;29.99;10456
5187;87;37487;4;2;4;87;9;15;-1;22;1;;;-1;3;20;1;4;32;112;12;1197;11;False;29.99;83925
5189;87;2856;21;4;0;37;10;21;-1;19;2;;;2;-1;20;5;4;23;106;12;585;7;False;15.99;22901
5190;86;7082;4;2;5;178;7;27;-1;26;1;;;-1;-1;1;-1;3;107;43;6;891;7;False;49.99;30640
5191;86;13655;6;3;5;178;9;15;-1;-1;-1;;;-1;-1;20;1;4;97;76;8;355;3;False;69.99;6649
5192;87;20194;17;1;5;0;9;27;-1;-1;-1;;;-1;-1;20;5;3;23;97;16;1186;7;False;29.99;39145
5193;89;5335;18;4;4;116;10;27;-1;19;1;;;-1;2;20;-1;4;5;99;8;433;4;False;29.99;16917
5194;86;1073;6;3;2;0;9;27;-1;-1;1;;;1;-1;20;1;1;107;95;8;78;5;False;99.99;845
5195;86;528;18;4;4;116;10;27;-1;19;1;;;-1;2;20;-1;0;44;95;6;98;7;False;69.99;3965
5196;87;723;6;3;5;138;11;27;-1;-1;-1;;;-1;-1;20;5;1;22;112;8;205;5;False;89.99;6013
5197;86;300;4;2;5;154;9;8;-1;20;2;;;2;-1;20;-1;4;4;95;12;121;5;False;25.99;5447
5198;89;2763;16;1;5;99;9;27;0;-1;-1;;;2;-1;7;1;4;98;77;8;818;7;False;22.99;21670
5200;86;1197;4;2;5;174;9;8;-1;19;3;;;3;-1;20;-1;1;102;68;12;119;5;False;35.99;4593
5201;87;7257;18;4;4;138;10;25;-1;24;1;;;-1;0;20;1;1;86;61;8;937;7;False;22.99;43801
5202;87;159;11;3;5;97;-1;-1;-1;-1;-1;;;-1;-1;20;5;3;110;71;16;106;5;False;59.99;2210
5203;86;1222;15;4;5;166;10;8;-1;24;1;;;2;-1;20;1;4;71;108;6;127;3;False;27.99;10082
5204;86;2096;21;4;0;166;-1;-1;-1;-1;-1;;;-1;-1;20;2;0;28;6;8;247;7;False;15.99;14815
5206;86;12040;4;2;5;94;4;27;-1;24;3;;;2;-1;20;5;1;33;12;8;639;11;True;39.99;33855
5207;87;23482;17;1;1;134;5;27;3;-1;-1;;;3;-1;20;-1;4;86;97;18;1061;11;False;35.99;54770
5209;88;10413;24;1;1;143;10;25;3;-1;-1;;;3;-1;20;-1;4;52;31;8;825;8;False;29.99;32025
5210;89;1830;5;0;4;38;-1;-1;-1;-1;-1;;;-1;3;20;5;4;17;14;22;44;3;False;39.99;1976
5212;89;8235;16;1;1;208;9;17;1;-1;-1;;;3;-1;20;-1;4;98;66;12;984;5;False;25.99;29102
5213;89;1536;4;2;5;125;4;27;-1;3;3;;;2;-1;20;-1;1;42;2;16;92;5;False;45.99;4367
5214;88;107115;7;1;1;191;3;10;3;-1;-1;;;3;-1;20;-1;4;39;101;20;1196;12;True;25.99;143986
5215;86;17373;4;2;5;222;9;27;-1;20;1;;;2;-1;7;1;1;84;12;6;1115;7;False;39.99;46783
5217;87;1308;17;1;4;138;9;27;1;-1;-1;;;-1;2;20;1;1;48;27;8;178;7;False;29.99;10913
5218;89;7078;7;1;1;181;4;31;3;-1;1;;;3;-1;20;0;4;75;55;8;541;8;False;39.99;19580
5219;88;16479;21;4;0;138;10;27;-1;-1;-1;;;-1;-1;20;5;4;52;31;8;631;6;False;17.99;44327
5220;88;2624;24;1;5;0;10;27;-1;-1;-1;;;-1;-1;20;1;1;78;109;10;229;8;False;39.99;13256
5225;89;14737;21;4;0;23;10;21;-1;19;2;;;2;-1;20;5;4;68;99;10;598;6;False;15.99;29660
5226;87;2738;21;4;0;194;10;21;-1;-1;-1;;;-1;-1;20;0;1;93;61;12;104;5;False;12.99;7065
5227;86;29171;22;4;4;138;10;27;-1;24;5;;;-1;3;20;-1;4;97;76;8;916;4;False;19.99;44496
5228;89;1442;17;1;5;38;7;27;3;-1;-1;;;-1;-1;20;4;3;82;55;12;437;5;False;35.99;16309
5231;87;504;15;4;5;88;-1;21;-1;20;2;;;2;-1;20;3;4;86;54;12;126;5;False;17.99;6408
5232;88;4310;24;1;0;0;10;27;0;-1;-1;;;3;-1;20;6;4;40;75;10;367;5;False;25.99;19005
5233;86;15310;4;2;4;138;9;27;-1;16;1;;;-1;0;19;-1;1;55;43;8;584;7;False;35.99;22370
5234;87;2523;7;1;1;219;3;9;3;-1;-1;;;3;-1;20;-1;0;57;36;8;219;6;False;49.99;8910
5236;86;24871;17;1;5;222;7;-1;-1;-1;-1;;;-1;-1;20;4;3;45;12;12;663;7;False;29.99;35944
5237;87;22469;18;4;4;222;10;15;-1;19;1;;;-1;0;20;0;4;6;97;8;1110;7;False;29.99;35261
5238;89;148;6;3;5;225;9;27;-1;3;1;;;2;-1;20;0;1;101;14;10;61;5;False;39.99;2387
5239;87;5800;17;1;1;208;4;27;2;-1;-1;;;3;-1;20;-1;4;105;84;8;423;7;False;39.99;26390
5240;88;11944;22;4;0;67;10;25;-1;-1;0;;;2;-1;20;5;4;52;31;8;910;7;False;15.99;33588
5241;89;7834;14;3;5;0;6;25;-1;22;1;;;1;-1;20;5;4;49;35;4;523;11;True;79.99;33963
5242;88;2338;18;4;4;108;6;27;-1;3;1;;;-1;0;20;0;0;99;74;8;172;3;False;29.99;5258
5244;89;1459;4;2;5;162;4;8;-1;-1;5;;;2;-1;20;-1;4;106;91;4;69;4;False;45.99;3027
5245;86;137;7;1;1;191;4;10;2;-1;-1;;;3;-1;20;-1;4;97;76;8;30;5;False;39.99;2291
5247;89;2881;25;3;5;0;10;27;-1;5;-1;;;-1;-1;20;1;1;29;99;16;172;5;False;35.99;5577
5248;89;23730;0;3;5;38;10;27;-1;5;1;;;3;-1;20;-1;1;42;9;12;964;11;True;59.99;43002
5249;89;50824;4;2;0;157;7;27;-1;24;0;;;2;-1;20;-1;4;98;13;10;1030;7;False;25.99;64851
5250;87;2665;4;2;0;141;9;25;-1;25;3;;;2;-1;20;0;4;79;110;10;165;3;False;19.99;9177
5252;88;6156;18;4;4;31;10;15;-1;22;1;;;-1;3;20;5;4;51;33;8;923;7;False;29.99;16558
5254;89;29259;15;4;5;3;10;25;-1;20;1;;;2;-1;19;-1;3;56;28;12;1231;7;False;25.99;50066
5256;87;264;22;4;0;158;4;27;-1;19;3;;;3;-1;20;3;0;99;74;8;60;5;False;19.99;2836
5257;89;13482;6;3;5;153;10;27;-1;19;1;;;3;-1;20;-1;3;82;55;12;808;7;False;59.99;29669
5258;86;20253;18;4;4;138;10;27;-1;2;1;;;-1;0;20;5;4;96;82;8;1002;7;False;29.99;30853
5259;86;511;0;3;5;162;10;27;-1;5;1;;;2;-1;20;1;3;33;76;6;87;7;False;69.99;4047
5261;87;955;21;4;0;0;-1;-1;-1;-1;-1;;;-1;-1;20;5;1;89;71;8;211;3;False;25.99;14533
5262;88;68;17;1;0;194;8;-1;-1;-1;-1;;;-1;-1;20;5;4;27;17;4;12;3;False;39.99;243
5263;88;20978;22;4;0;132;10;25;-1;24;3;;;2;-1;20;5;4;1;96;8;799;7;False;15.99;45060
5264;88;810;17;1;5;178;7;27;3;-1;-1;;;2;-1;3;-1;0;11;49;6;196;3;False;39.99;8695
5265;86;2915;22;4;4;138;3;25;-1;11;0;;;-1;3;20;-1;1;2;38;6;188;4;False;19.99;9944
5267;88;1608;15;4;5;21;10;25;-1;20;1;;;2;-1;15;1;1;36;17;8;316;5;False;29.99;17824
5268;87;3739;24;1;5;138;10;24;2;-1;-1;;;3;-1;20;3;3;105;45;24;238;5;False;25.99;10499
5270;87;25103;18;4;4;0;10;25;-1;3;2;;;-1;0;20;1;1;86;61;8;1099;7;False;17.99;74578
5271;86;446;24;1;0;49;10;27;3;-1;-1;;;3;-1;20;-1;4;4;95;12;78;5;False;25.99;3168
5272;89;21004;18;4;4;162;6;25;-1;11;2;;;-1;0;20;5;4;106;79;8;980;11;True;19.99;30355
5273;87;29250;8;2;5;222;4;27;-1;20;3;;;2;-1;15;3;1;86;61;8;986;7;False;39.99;45396
5274;89;20631;6;3;5;211;10;27;-1;19;1;;;3;-1;20;-1;3;56;28;12;897;7;False;59.99;41147
5277;87;162;5;0;5;162;4;-1;-1;-1;-1;;;-1;-1;20;1;4;22;89;16;39;3;False;35.99;1536
5278;89;868;4;2;0;0;9;25;-1;-1;0;;;2;-1;20;5;0;13;107;8;204;3;False;25.99;9959
5281;88;493;4;2;5;158;7;27;-1;3;3;;;-1;-1;20;3;2;88;75;4;34;5;False;129.99;1018
5282;87;284;4;2;5;158;7;8;-1;11;0;;;2;-1;20;0;4;86;61;8;119;5;False;35.99;4366
5283;87;11829;4;2;0;225;9;25;-1;3;3;;;2;-1;20;0;1;100;80;8;609;5;False;22.99;24455
5284;87;233012;21;4;0;166;10;21;-1;24;2;;;2;-1;20;3;4;16;71;24;1206;12;False;7.99;305404
5285;88;1980;5;0;0;125;-1;-1;-1;-1;-1;;;-1;-1;20;2;4;66;51;21;61;4;False;29.99;2624
5286;88;2330;18;4;4;0;10;27;-1;19;1;;;-1;0;20;4;4;103;85;8;240;5;False;39.99;7846
5287;88;22391;15;4;5;166;4;21;-1;20;1;;;2;-1;15;-1;4;66;44;12;1089;11;True;22.99;46814
5289;86;2987;4;2;5;157;5;8;-1;3;5;;;2;-1;7;-1;1;4;95;12;127;5;False;49.99;4028
5290;87;9789;18;4;4;31;6;27;-1;24;1;;;-1;0;20;0;1;23;1;8;721;7;False;22.99;32276
5291;87;5319;4;2;5;206;9;8;-1;20;4;;;2;-1;20;2;4;105;45;24;214;5;False;29.99;8192
5292;88;4568;0;3;5;75;10;27;-1;-1;1;;;2;-1;20;1;1;62;44;8;321;7;False;59.99;22257
5293;88;18042;7;1;1;212;3;7;-1;-1;-1;;;-1;-1;20;-1;4;47;74;10;515;10;False;35.99;20008
5296;86;7397;18;4;4;85;10;27;-1;19;1;;;-1;3;20;-1;4;45;23;8;512;7;False;25.99;20720
5298;87;129;4;2;5;31;7;25;-1;7;0;;;3;-1;20;-1;2;12;54;6;44;4;False;260.0;686
5299;89;3256;17;1;5;23;9;27;3;-1;-1;;;3;-1;20;1;1;108;28;10;194;5;False;29.99;6813
5301;86;2195;18;4;4;52;6;27;-1;3;1;;;-1;0;20;1;4;45;23;8;152;3;False;29.99;6407
5302;87;174;5;0;0;14;-1;30;-1;-1;-1;;;-1;-1;20;1;0;57;36;8;77;3;False;19.99;2421
5303;89;3668;16;1;4;151;9;27;0;-1;-1;;;-1;2;20;0;4;72;51;8;460;3;False;25.99;8142
5304;86;494;24;1;5;149;10;31;3;-1;-1;;;2;-1;20;-1;1;107;82;12;132;5;False;39.99;4751
5305;89;8515;6;3;5;138;10;27;-1;15;1;;;-1;-1;20;-1;1;17;47;10;896;7;False;59.99;26861
5306;86;1568;17;1;4;0;7;8;0;-1;-1;;;-1;0;20;-1;1;102;68;12;151;4;False;49.99;4270
5307;87;4358;4;2;4;0;4;25;-1;0;1;;;-1;0;20;-1;0;22;112;8;272;6;False;45.99;9646
5308;87;6214;18;4;4;167;10;25;-1;16;1;;;-1;0;20;4;1;23;1;8;980;7;False;25.99;31637
5309;89;1952;4;2;5;0;9;8;-1;19;1;;;2;-1;0;-1;0;29;66;6;192;5;False;39.99;13169
5311;87;421;6;3;1;134;4;15;-1;20;1;;;3;-1;20;-1;4;10;110;4;72;3;False;39.99;6041
5312;89;5452;4;2;5;0;9;25;-1;3;1;;;2;-1;15;-1;3;108;35;6;732;7;False;39.99;22742
5313;86;5655;4;2;5;138;4;8;-1;3;1;;;2;-1;20;-1;2;20;102;12;131;5;False;59.99;3106
5314;88;1332;18;4;4;140;3;27;-1;20;-1;;;-1;2;20;0;1;73;100;10;86;5;False;29.99;4004
5315;87;7462;25;3;5;138;10;25;-1;24;-1;;;2;-1;20;5;2;86;1;10;499;5;False;39.99;18318
5316;86;21403;18;4;4;0;6;15;-1;24;1;;;-1;0;20;-1;1;107;82;12;1036;7;True;22.99;43786
5318;88;878;17;1;5;225;8;27;3;-1;-1;;;-1;-1;20;1;4;62;44;8;134;3;False;29.99;6785
5319;86;2591;24;1;0;0;-1;-1;-1;-1;-1;;;-1;-1;20;1;0;45;23;8;326;3;False;25.99;14247
5320;86;8338;17;1;5;0;7;27;-1;-1;-1;;;-1;-1;20;5;0;84;6;10;444;8;False;49.99;20357
5321;88;4712;21;4;0;0;-1;-1;-1;-1;-1;;;-1;-1;20;0;4;52;31;8;251;3;False;25.99;11723
5322;86;412;24;1;5;157;4;7;-1;-1;-1;;;2;-1;7;-1;2;102;68;12;99;5;False;39.99;3950
5323;88;28679;17;1;5;0;7;8;1;-1;-1;;;-1;-1;20;5;3;39;49;18;1181;7;False;35.99;97570
5325;89;13668;6;3;3;138;6;15;-1;19;1;;;1;-1;20;1;4;82;55;12;761;7;False;99.99;32102
5327;88;9869;24;1;5;123;10;21;3;-1;-1;;;2;-1;20;5;3;66;31;16;596;8;False;29.99;24578
5328;88;1033;8;2;5;94;2;27;-1;24;3;;;2;-1;20;5;1;73;37;12;88;5;False;39.99;6418
5331;88;879;5;0;0;125;-1;-1;-1;-1;-1;;;-1;-1;20;2;4;66;51;21;59;4;False;25.99;1017
5333;87;95703;7;1;1;134;0;7;1;-1;-1;;;3;-1;20;-1;4;16;10;26;1238;12;False;29.99;151459
5334;89;2613;15;4;5;39;4;15;-1;20;1;;;-1;-1;20;-1;3;42;20;8;108;5;False;39.99;3436
5335;86;11973;15;4;5;0;10;13;-1;20;1;;;2;-1;20;1;1;102;78;8;490;5;False;25.99;24004
5336;87;738;4;2;5;132;4;27;-1;20;1;;;2;-1;20;2;1;105;84;8;113;5;False;39.99;4464
5339;88;2090;17;1;1;191;5;27;3;-1;-1;;;3;-1;20;-1;4;51;22;12;273;7;False;35.99;17268
5340;88;2102;15;4;5;178;4;27;-1;26;1;;;3;-1;20;-1;2;36;17;8;310;5;False;39.99;15561
5341;87;15891;18;4;4;87;10;25;-1;3;1;;;-1;0;20;0;1;109;88;8;1144;11;False;19.99;30514
5342;87;38411;18;4;4;0;10;27;-1;19;1;;;-1;0;20;5;1;23;97;16;1199;11;False;22.99;84900
5343;87;22191;22;4;0;156;10;27;-1;24;0;;;2;-1;20;3;0;109;88;8;843;7;False;25.99;29940
5345;86;4402;21;4;0;0;-1;-1;-1;-1;-1;;;-1;-1;20;1;4;2;38;6;439;7;False;19.99;24793
5346;89;21207;2;4;4;116;10;27;-1;24;1;;;-1;0;20;-1;1;94;73;8;968;11;True;22.99;39949
5347;87;3541;0;3;5;6;4;27;-1;5;1;;;3;-1;20;-1;3;12;106;8;200;5;False;89.99;6344
5348;86;3215;8;2;5;162;4;27;-1;19;2;;;3;-1;20;-1;1;107;82;12;214;5;False;39.99;4446
5350;89;3621;18;4;4;138;10;27;-1;16;1;;;-1;3;20;-1;4;13;107;8;340;4;False;39.99;11347
5351;86;1390;4;2;5;94;7;27;-1;11;4;;;2;-1;20;-1;4;18;94;12;129;5;False;35.99;6400
5352;86;13022;7;1;1;166;4;31;3;-1;-1;;;3;-1;20;-1;4;45;12;12;525;8;False;29.99;44948
5353;87;1407;4;2;0;0;7;25;-1;19;2;;;0;-1;20;4;4;89;71;8;142;5;False;29.99;7163
5354;89;4600;22;4;0;38;10;25;-1;25;3;;;3;-1;20;5;1;108;87;8;427;5;False;15.99;22792
5355;88;2715;15;4;5;178;10;15;-1;20;1;;;2;-1;3;-1;1;15;60;6;511;3;False;35.99;20129
5356;89;11427;4;2;5;153;9;27;-1;20;1;;;2;-1;18;3;3;56;35;8;804;7;False;35.99;31261
5357;88;3246;24;1;5;125;4;27;3;-1;-1;;;-1;-1;20;1;1;11;96;12;228;7;False;29.99;14614
5358;88;12973;15;4;5;153;10;27;-1;3;1;;;2;-1;15;-1;1;62;44;8;724;7;False;29.99;28681
5360;86;27627;24;1;5;138;3;7;0;-1;-1;;;3;-1;7;1;4;97;76;8;773;7;False;25.99;38727
5362;88;11374;21;4;0;94;10;25;-1;19;1;;;2;-1;20;3;4;103;85;8;327;7;False;12.99;24091
5363;86;2763;4;2;0;31;7;27;-1;19;3;;;2;-1;20;-1;1;107;82;12;160;5;False;29.99;9763
5365;86;703;2;4;0;23;4;27;-1;24;1;;;3;-1;20;-1;4;4;95;12;85;5;False;29.99;3862
5366;86;6256;4;2;5;0;9;27;-1;20;1;;;2;-1;20;4;1;96;82;8;672;7;False;39.99;28320
5367;87;157;5;0;0;158;-1;-1;-1;-1;-1;;;-1;-1;20;5;4;6;106;4;78;4;False;29.99;2739
5368;86;25701;8;2;5;138;4;27;-1;26;4;;;3;-1;9;1;1;59;38;8;918;11;True;39.99;41916
5369;86;1351;4;2;5;70;4;27;-1;24;0;;;1;-1;20;-1;4;43;16;12;128;5;False;39.99;6183
5370;88;2616;18;4;4;158;6;27;-1;3;1;;;-1;2;20;0;4;99;74;8;269;5;False;39.99;10093
5371;88;11051;0;3;5;138;10;27;-1;5;1;;;3;-1;20;1;3;36;5;12;1160;11;False;59.99;34507
5373;89;9071;4;2;5;0;9;27;-1;0;1;;;2;-1;20;-1;0;24;2;8;1100;7;False;45.99;30420
5374;89;1761;22;4;4;94;10;27;-1;19;5;;;-1;0;20;-1;4;17;105;8;433;4;False;25.99;15683
5376;87;15870;2;4;4;157;9;27;-1;20;2;;;-1;1;20;0;4;79;59;8;527;6;False;35.99;11898
5377;89;4603;7;1;1;70;4;27;2;-1;-1;;;3;-1;20;-1;4;9;51;6;437;6;False;39.99;12699
5378;86;1018;16;1;3;0;8;-1;3;-1;-1;;;3;-1;20;-1;0;102;78;8;68;4;False;25.99;2363
5379;88;2768;22;4;5;162;10;27;-1;4;0;;;2;-1;20;-1;4;78;5;6;219;3;False;25.99;8541
5380;86;23483;24;1;5;0;3;7;0;-1;-1;;;2;-1;20;1;1;33;12;8;533;7;False;39.99;33009
5381;86;23033;15;4;5;162;10;8;-1;24;1;;;-1;-1;20;5;3;55;23;16;1184;11;True;22.99;58278
5382;89;74894;15;4;5;162;10;27;-1;20;1;;;2;-1;20;-1;3;54;29;30;1235;11;False;19.99;160664
5384;88;36481;4;2;4;0;7;8;-1;16;1;;;-1;0;20;5;1;99;11;10;1121;7;False;29.99;43690
5385;86;5615;17;1;5;213;7;-1;3;-1;-1;;;2;-1;20;5;3;71;50;8;576;11;True;35.99;24054
5386;88;3221;24;1;5;138;10;24;2;-1;-1;;;3;-1;20;-1;3;39;96;24;170;5;False;25.99;14089
5387;87;20510;4;2;0;0;9;25;-1;-1;-1;;;-1;-1;20;4;0;57;36;8;995;3;False;29.99;31383
5388;88;51;16;1;0;138;-1;-1;-1;-1;-1;;;-1;-1;20;5;4;27;17;4;18;3;False;39.99;298
5389;86;233;7;1;1;0;4;27;2;-1;-1;;;3;-1;20;6;4;33;12;8;25;5;False;39.99;591
5390;86;851;24;1;4;0;4;10;0;-1;-1;;;-1;0;20;-1;1;44;95;6;67;7;False;49.99;3060
5391;87;36297;22;4;0;0;10;25;-1;3;5;;;2;-1;20;3;4;16;98;12;1100;5;False;12.99;57615
5392;89;431;15;4;5;162;10;8;-1;3;3;;;2;-1;20;-1;3;17;105;8;87;5;False;35.99;4694
5393;87;1416;13;4;0;166;10;15;-1;17;2;;;3;-1;20;1;4;89;71;8;110;5;False;12.99;6627
5394;87;10873;18;4;4;31;10;15;-1;3;1;;;-1;2;20;5;1;109;88;8;740;7;False;29.99;17227
5395;89;7588;16;1;1;225;9;17;1;-1;-1;;;3;-1;20;-1;4;9;91;12;922;5;False;25.99;15740
5396;89;9408;4;2;0;153;7;27;-1;24;5;;;2;-1;20;-1;4;9;103;8;508;7;False;29.99;24347
5397;86;4541;4;2;3;0;9;25;-1;24;4;;;3;-1;20;-1;0;81;4;10;312;5;False;39.99;13229
5398;87;3421;4;2;5;162;9;8;-1;20;4;;;2;-1;20;2;4;105;45;24;238;5;False;29.99;8277
